Date Of Death Year,Date Of Death Month,Sex,Race/Ethnicity,AgeGroup,AllCause,NaturalCause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",AnalysisDate,Start Date,End Date
2021,1,1,6,6,253,124.0,0.0,4.0,10.0,0.0,4.0,4.0,4.0,4.0,28.0,18.0,0.0,28.0,25.0,02/23/2021,01/01/2021,01/31/2021
2019,1,2,3,5,104,50.0,4.0,26.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2020,6,2,2,5,62,34.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,02/23/2021,06/01/2020,06/30/2020
2020,9,2,6,5,71,35.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,02/23/2021,09/01/2020,09/30/2020
2020,2,1,1,9,3336,1878.0,27.0,414.0,111.0,57.0,65.0,86.0,51.0,45.0,12.0,458.0,132.0,0.0,0.0,02/23/2021,02/01/2020,02/29/2020
2019,5,1,4,1,375,306.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,49.0,4.0,0.0,0.0,0.0,02/23/2021,05/01/2019,05/31/2019
2019,11,1,2,4,43,23.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,11/01/2019,11/30/2019
2019,11,1,2,2,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,11/01/2019,11/30/2019
2020,1,2,2,9,296,167.0,4.0,35.0,4.0,12.0,4.0,13.0,4.0,4.0,4.0,34.0,11.0,0.0,0.0,02/23/2021,01/01/2020,01/31/2020
2019,2,1,4,1,339,272.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,39.0,4.0,4.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2020,3,2,3,7,578,301.0,4.0,143.0,4.0,4.0,10.0,4.0,0.0,4.0,4.0,40.0,18.0,22.0,20.0,02/23/2021,03/01/2020,03/31/2020
2019,7,2,2,6,88,52.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
2020,6,1,4,4,534,312.0,4.0,32.0,14.0,0.0,4.0,4.0,4.0,4.0,29.0,75.0,4.0,25.0,23.0,02/23/2021,06/01/2020,06/30/2020
2020,3,1,6,7,469,255.0,4.0,50.0,12.0,0.0,4.0,4.0,4.0,4.0,4.0,83.0,4.0,21.0,20.0,02/23/2021,03/01/2020,03/31/2020
2019,9,2,2,9,261,141.0,4.0,32.0,13.0,4.0,4.0,11.0,4.0,4.0,4.0,26.0,14.0,0.0,0.0,02/23/2021,09/01/2019,09/30/2019
2019,7,1,5,10,37991,21513.0,274.0,3400.0,456.0,1349.0,432.0,1227.0,364.0,474.0,274.0,6822.0,1406.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
2019,6,1,3,9,1187,669.0,4.0,167.0,29.0,14.0,4.0,40.0,15.0,21.0,0.0,177.0,47.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
2020,6,2,2,4,71,39.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,02/23/2021,06/01/2020,06/30/2020
2019,6,2,3,7,425,225.0,4.0,119.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,37.0,16.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
2020,12,1,6,6,327,156.0,4.0,17.0,12.0,0.0,0.0,0.0,4.0,4.0,23.0,27.0,4.0,39.0,37.0,02/23/2021,12/01/2020,12/31/2020
2019,2,1,2,9,260,147.0,4.0,30.0,15.0,4.0,4.0,12.0,4.0,4.0,0.0,32.0,4.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2020,7,1,4,8,9497,4697.0,77.0,1074.0,236.0,32.0,60.0,151.0,60.0,130.0,46.0,1108.0,217.0,834.0,775.0,02/23/2021,07/01/2020,07/31/2020
2019,4,1,5,2,103,59.0,4.0,16.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,04/01/2019,04/30/2019
2019,8,1,6,10,179,102.0,4.0,19.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,26.0,4.0,0.0,0.0,02/23/2021,08/01/2019,08/31/2019
2020,7,2,6,6,131,74.0,0.0,21.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,12.0,4.0,4.0,4.0,02/23/2021,07/01/2020,07/31/2020
2019,10,2,4,4,305,194.0,4.0,28.0,13.0,0.0,4.0,10.0,4.0,4.0,4.0,36.0,4.0,0.0,0.0,02/23/2021,10/01/2019,10/31/2019
2020,4,2,2,2,8,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,04/01/2020,04/30/2020
2019,8,2,1,6,789,450.0,4.0,190.0,35.0,0.0,4.0,4.0,4.0,4.0,4.0,65.0,25.0,0.0,0.0,02/23/2021,08/01/2019,08/31/2019
2019,4,2,5,6,4675,2716.0,46.0,999.0,90.0,4.0,49.0,131.0,29.0,40.0,38.0,437.0,96.0,0.0,0.0,02/23/2021,04/01/2019,04/30/2019
2020,7,1,2,9,346,163.0,0.0,27.0,15.0,4.0,4.0,11.0,0.0,4.0,4.0,30.0,4.0,41.0,39.0,02/23/2021,07/01/2020,07/31/2020
2020,3,2,6,3,8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,03/01/2020,03/31/2020
2019,2,2,2,1,8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2020,7,1,3,9,1709,868.0,14.0,213.0,42.0,20.0,14.0,32.0,14.0,24.0,4.0,155.0,57.0,133.0,119.0,02/23/2021,07/01/2020,07/31/2020
2019,11,1,5,4,766,500.0,4.0,82.0,20.0,0.0,4.0,4.0,4.0,4.0,45.0,85.0,14.0,0.0,0.0,02/23/2021,11/01/2019,11/30/2019
2019,7,2,3,10,1933,1111.0,4.0,147.0,37.0,130.0,33.0,36.0,16.0,19.0,14.0,268.0,118.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
2021,1,2,4,5,963,492.0,4.0,83.0,19.0,0.0,4.0,4.0,4.0,4.0,107.0,59.0,13.0,92.0,78.0,02/23/2021,01/01/2021,01/31/2021
2019,11,2,3,5,96,47.0,4.0,21.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,11/01/2019,11/30/2019
2020,9,2,4,4,353,204.0,4.0,27.0,13.0,0.0,4.0,4.0,4.0,4.0,19.0,30.0,4.0,19.0,17.0,02/23/2021,09/01/2020,09/30/2020
2019,9,2,4,5,606,373.0,4.0,88.0,21.0,0.0,4.0,10.0,4.0,4.0,4.0,74.0,20.0,0.0,0.0,02/23/2021,09/01/2019,09/30/2019
2020,4,2,3,6,445,194.0,4.0,73.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,13.0,13.0,66.0,62.0,02/23/2021,04/01/2020,04/30/2020
2020,6,1,1,9,4456,2188.0,21.0,390.0,137.0,73.0,39.0,61.0,43.0,42.0,4.0,455.0,109.0,466.0,428.0,02/23/2021,06/01/2020,06/30/2020
2020,11,1,2,7,466,216.0,4.0,25.0,21.0,0.0,4.0,4.0,4.0,4.0,4.0,45.0,4.0,68.0,63.0,02/23/2021,11/01/2020,11/30/2020
2020,10,1,6,10,215,121.0,0.0,17.0,0.0,4.0,4.0,12.0,4.0,4.0,4.0,27.0,10.0,4.0,4.0,02/23/2021,10/01/2020,10/31/2020
2019,5,1,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,05/01/2019,05/31/2019
2019,1,1,4,2,52,36.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2021,1,2,6,5,94,44.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,18.0,0.0,4.0,4.0,4.0,02/23/2021,01/01/2021,01/31/2021
2020,4,1,1,2,48,24.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,02/23/2021,04/01/2020,04/30/2020
2020,8,2,2,4,43,27.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,02/23/2021,08/01/2020,08/31/2020
2020,4,1,3,7,1932,814.0,4.0,142.0,29.0,4.0,13.0,4.0,4.0,4.0,4.0,127.0,25.0,386.0,372.0,02/23/2021,04/01/2020,04/30/2020
2019,8,1,3,4,33,17.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,02/23/2021,08/01/2019,08/31/2019
2020,6,1,3,1,21,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,06/01/2020,06/30/2020
2020,4,1,6,8,1185,512.0,4.0,68.0,22.0,4.0,13.0,19.0,11.0,4.0,4.0,116.0,11.0,203.0,194.0,02/23/2021,04/01/2020,04/30/2020
2019,11,2,5,10,62079,36117.0,371.0,3658.0,550.0,4141.0,623.0,1755.0,519.0,599.0,549.0,10223.0,2974.0,0.0,0.0,02/23/2021,11/01/2019,11/30/2019
2020,8,1,2,9,350,166.0,4.0,34.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,38.0,4.0,39.0,37.0,02/23/2021,08/01/2020,08/31/2020
2020,7,2,5,3,185,112.0,0.0,15.0,4.0,0.0,0.0,4.0,0.0,4.0,12.0,22.0,4.0,4.0,4.0,02/23/2021,07/01/2020,07/31/2020
2020,11,1,3,6,521,258.0,4.0,63.0,12.0,4.0,4.0,0.0,4.0,4.0,16.0,60.0,17.0,39.0,36.0,02/23/2021,11/01/2020,11/30/2020
2020,11,1,6,8,587,294.0,4.0,51.0,11.0,4.0,4.0,15.0,4.0,4.0,4.0,87.0,15.0,47.0,43.0,02/23/2021,11/01/2020,11/30/2020
2020,2,2,4,9,5432,3040.0,65.0,598.0,165.0,166.0,77.0,122.0,39.0,119.0,30.0,776.0,235.0,0.0,0.0,02/23/2021,02/01/2020,02/29/2020
2020,8,1,6,10,227,115.0,4.0,13.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,27.0,10.0,16.0,14.0,02/23/2021,08/01/2020,08/31/2020
2020,10,1,4,6,2577,1389.0,26.0,204.0,87.0,0.0,14.0,21.0,21.0,29.0,83.0,430.0,64.0,109.0,100.0,02/23/2021,10/01/2020,10/31/2020
2019,7,1,6,5,60,33.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,11.0,4.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
2019,2,1,2,8,338,184.0,4.0,56.0,13.0,4.0,4.0,11.0,4.0,4.0,4.0,46.0,4.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2019,12,1,4,9,5154,2848.0,55.0,673.0,144.0,98.0,52.0,143.0,36.0,107.0,25.0,767.0,206.0,0.0,0.0,02/23/2021,12/01/2019,12/31/2019
2019,5,1,5,2,100,59.0,0.0,21.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,05/01/2019,05/31/2019
2019,7,1,6,9,296,169.0,4.0,29.0,10.0,4.0,4.0,14.0,4.0,4.0,4.0,46.0,4.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
2020,12,2,3,4,66,34.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,02/23/2021,12/01/2020,12/31/2020
2019,6,2,2,6,85,49.0,4.0,16.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
2020,7,1,2,2,8,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,07/01/2020,07/31/2020
2020,8,1,4,7,7121,3628.0,64.0,731.0,189.0,4.0,41.0,97.0,45.0,94.0,72.0,1028.0,173.0,494.0,461.0,02/23/2021,08/01/2020,08/31/2020
2020,5,1,2,5,107,52.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,11.0,0.0,13.0,11.0,02/23/2021,05/01/2020,05/31/2020
2019,11,1,1,4,261,169.0,4.0,31.0,4.0,0.0,4.0,4.0,4.0,0.0,11.0,26.0,4.0,0.0,0.0,02/23/2021,11/01/2019,11/30/2019
2020,1,2,1,10,4822,2765.0,36.0,249.0,99.0,342.0,81.0,117.0,51.0,55.0,25.0,735.0,267.0,0.0,0.0,02/23/2021,01/01/2020,01/31/2020
2019,2,2,6,2,12,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2019,10,2,4,5,668,402.0,4.0,92.0,20.0,0.0,4.0,4.0,4.0,16.0,11.0,95.0,16.0,0.0,0.0,02/23/2021,10/01/2019,10/31/2019
2020,11,1,2,6,246,117.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,15.0,4.0,40.0,38.0,02/23/2021,11/01/2020,11/30/2020
2019,5,2,3,3,12,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,05/01/2019,05/31/2019
2019,6,2,1,6,786,463.0,4.0,193.0,22.0,0.0,4.0,4.0,4.0,4.0,4.0,55.0,29.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
2019,2,2,4,10,5768,3326.0,44.0,365.0,115.0,345.0,67.0,92.0,24.0,95.0,55.0,918.0,322.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2021,1,1,1,5,2173,966.0,4.0,41.0,15.0,0.0,10.0,4.0,4.0,4.0,255.0,71.0,29.0,392.0,378.0,02/23/2021,01/01/2021,01/31/2021
2020,6,2,6,2,12,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,02/23/2021,06/01/2020,06/30/2020
2019,7,1,5,4,737,477.0,4.0,79.0,20.0,4.0,4.0,4.0,4.0,4.0,31.0,102.0,4.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
2020,2,2,3,3,34,14.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,02/23/2021,02/01/2020,02/29/2020
2020,4,2,3,10,4369,2121.0,15.0,141.0,62.0,197.0,60.0,41.0,12.0,24.0,25.0,462.0,145.0,559.0,505.0,02/23/2021,04/01/2020,04/30/2020
2020,4,1,3,3,33,13.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,02/23/2021,04/01/2020,04/30/2020
2020,7,2,1,5,850,411.0,4.0,84.0,22.0,0.0,4.0,4.0,4.0,4.0,4.0,37.0,4.0,137.0,131.0,02/23/2021,07/01/2020,07/31/2020
2019,11,1,3,4,54,30.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,11/01/2019,11/30/2019
2020,2,2,1,7,1659,940.0,13.0,311.0,79.0,4.0,37.0,25.0,26.0,26.0,4.0,147.0,43.0,4.0,0.0,02/23/2021,02/01/2020,02/29/2020
2019,7,2,3,5,93,46.0,0.0,23.0,4.0,0.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
2019,1,2,1,8,2338,1311.0,22.0,382.0,87.0,32.0,40.0,43.0,38.0,54.0,4.0,249.0,76.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2020,7,2,2,4,87,44.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,12.0,11.0,02/23/2021,07/01/2020,07/31/2020
2020,2,1,2,8,328,180.0,4.0,45.0,18.0,4.0,4.0,15.0,4.0,4.0,0.0,46.0,4.0,0.0,0.0,02/23/2021,02/01/2020,02/29/2020
2020,12,2,6,6,133,73.0,0.0,17.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,15.0,4.0,4.0,4.0,02/23/2021,12/01/2020,12/31/2020
2020,3,1,4,3,138,83.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,11.0,12.0,0.0,4.0,4.0,02/23/2021,03/01/2020,03/31/2020
2020,3,1,2,1,12,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,03/01/2020,03/31/2020
2019,4,1,2,1,18,10.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,04/01/2019,04/30/2019
2019,3,1,1,7,2650,1522.0,23.0,369.0,110.0,4.0,31.0,37.0,27.0,35.0,14.0,427.0,51.0,0.0,0.0,02/23/2021,03/01/2019,03/31/2019
2019,2,2,3,7,431,235.0,4.0,117.0,11.0,0.0,4.0,4.0,4.0,4.0,0.0,34.0,14.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2020,8,2,2,5,100,58.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0,10.0,4.0,02/23/2021,08/01/2020,08/31/2020
2020,7,2,1,2,53,23.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,02/23/2021,07/01/2020,07/31/2020
2019,1,1,1,1,286,237.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,25.0,4.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2020,12,2,5,5,2580,1412.0,18.0,267.0,39.0,0.0,18.0,19.0,18.0,16.0,284.0,153.0,31.0,159.0,146.0,02/23/2021,12/01/2020,12/31/2020
2019,9,2,4,1,264,205.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,31.0,4.0,4.0,0.0,0.0,02/23/2021,09/01/2019,09/30/2019
2019,3,2,2,6,114,62.0,4.0,10.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,14.0,4.0,0.0,0.0,02/23/2021,03/01/2019,03/31/2019
2019,5,2,6,1,57,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,02/23/2021,05/01/2019,05/31/2019
2019,5,2,1,3,52,32.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,02/23/2021,05/01/2019,05/31/2019
2019,11,1,6,9,339,188.0,4.0,43.0,12.0,4.0,4.0,16.0,4.0,4.0,4.0,45.0,11.0,0.0,0.0,02/23/2021,11/01/2019,11/30/2019
2020,8,2,6,7,252,130.0,0.0,41.0,10.0,0.0,4.0,4.0,4.0,0.0,4.0,24.0,4.0,15.0,12.0,02/23/2021,08/01/2020,08/31/2020
2019,11,2,5,5,1455,884.0,25.0,295.0,32.0,0.0,20.0,18.0,11.0,4.0,34.0,114.0,18.0,0.0,0.0,02/23/2021,11/01/2019,11/30/2019
2019,3,2,3,7,473,260.0,4.0,130.0,14.0,0.0,4.0,4.0,4.0,4.0,0.0,35.0,14.0,0.0,0.0,02/23/2021,03/01/2019,03/31/2019
2019,8,2,5,3,181,111.0,4.0,23.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,15.0,4.0,0.0,0.0,02/23/2021,08/01/2019,08/31/2019
2020,9,1,1,1,268,221.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,27.0,4.0,4.0,0.0,0.0,02/23/2021,09/01/2020,09/30/2020
2019,7,2,2,7,190,110.0,4.0,35.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,17.0,4.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
2019,9,2,1,5,382,221.0,4.0,95.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,28.0,10.0,0.0,0.0,02/23/2021,09/01/2019,09/30/2019
2020,2,1,5,3,234,147.0,4.0,22.0,4.0,0.0,11.0,4.0,4.0,4.0,14.0,16.0,4.0,0.0,0.0,02/23/2021,02/01/2020,02/29/2020
2019,3,2,3,4,43,23.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,02/23/2021,03/01/2019,03/31/2019
2019,5,1,6,8,433,234.0,4.0,60.0,13.0,4.0,4.0,14.0,4.0,4.0,4.0,84.0,4.0,0.0,0.0,02/23/2021,05/01/2019,05/31/2019
2020,3,2,3,5,131,60.0,4.0,27.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,02/23/2021,03/01/2020,03/31/2020
2020,12,2,6,10,529,263.0,4.0,19.0,4.0,30.0,4.0,4.0,4.0,4.0,4.0,48.0,15.0,65.0,61.0,02/23/2021,12/01/2020,12/31/2020
2020,7,2,4,3,139,75.0,4.0,10.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,11.0,4.0,11.0,4.0,02/23/2021,07/01/2020,07/31/2020
2020,10,1,4,4,505,300.0,4.0,26.0,10.0,0.0,4.0,4.0,4.0,4.0,68.0,52.0,4.0,14.0,11.0,02/23/2021,10/01/2020,10/31/2020
2019,8,1,6,9,330,176.0,4.0,39.0,4.0,12.0,4.0,19.0,0.0,4.0,4.0,52.0,12.0,0.0,0.0,02/23/2021,08/01/2019,08/31/2019
2019,8,1,3,2,16,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,02/23/2021,08/01/2019,08/31/2019
2019,1,1,3,2,16,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2019,7,1,1,9,2887,1605.0,18.0,389.0,92.0,50.0,42.0,57.0,44.0,52.0,4.0,422.0,112.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
2020,11,1,1,6,2970,1420.0,18.0,181.0,65.0,0.0,23.0,4.0,13.0,18.0,108.0,187.0,51.0,453.0,429.0,02/23/2021,11/01/2020,11/30/2020
2019,12,1,6,8,436,246.0,4.0,52.0,14.0,4.0,4.0,23.0,4.0,4.0,4.0,73.0,4.0,0.0,0.0,02/23/2021,12/01/2019,12/31/2019
2019,6,2,6,3,16,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
2019,1,1,4,4,316,199.0,4.0,20.0,16.0,0.0,4.0,4.0,4.0,4.0,4.0,53.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2019,5,1,2,5,62,34.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,05/01/2019,05/31/2019
2019,12,2,6,4,24,12.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,02/23/2021,12/01/2019,12/31/2019
2019,3,2,6,10,324,190.0,4.0,17.0,4.0,18.0,4.0,4.0,4.0,4.0,4.0,54.0,17.0,0.0,0.0,02/23/2021,03/01/2019,03/31/2019
2020,3,1,1,6,1817,978.0,11.0,191.0,64.0,4.0,31.0,10.0,4.0,11.0,4.0,223.0,61.0,114.0,111.0,02/23/2021,03/01/2020,03/31/2020
2020,6,2,6,4,41,17.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,02/23/2021,06/01/2020,06/30/2020
2019,7,2,3,7,467,247.0,4.0,145.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,31.0,16.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
2020,6,2,5,10,62265,34607.0,305.0,3265.0,536.0,3705.0,444.0,1488.0,386.0,536.0,533.0,9243.0,2752.0,2471.0,1994.0,02/23/2021,06/01/2020,06/30/2020
2019,2,2,5,7,13713,7686.0,137.0,2781.0,262.0,52.0,203.0,683.0,127.0,96.0,67.0,1381.0,238.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2019,11,1,3,7,613,328.0,4.0,110.0,20.0,0.0,4.0,10.0,4.0,14.0,4.0,93.0,22.0,0.0,0.0,02/23/2021,11/01/2019,11/30/2019
2019,2,1,3,3,30,10.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2020,3,1,6,3,20,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,03/01/2020,03/31/2020
2019,1,1,3,5,120,65.0,4.0,13.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,18.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2019,12,1,3,4,43,23.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,12/01/2019,12/31/2019
2019,9,1,3,5,144,80.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,30.0,4.0,0.0,0.0,02/23/2021,09/01/2019,09/30/2019
2019,8,1,5,10,37980,21584.0,229.0,3503.0,460.0,1432.0,425.0,1129.0,360.0,464.0,274.0,6744.0,1376.0,0.0,0.0,02/23/2021,08/01/2019,08/31/2019
2020,8,2,6,3,12,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,02/23/2021,08/01/2020,08/31/2020
2019,6,2,5,2,91,52.0,4.0,19.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
2020,5,2,6,5,68,36.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,02/23/2021,05/01/2020,05/31/2020
2020,1,2,4,10,6483,3733.0,52.0,404.0,109.0,379.0,77.0,136.0,38.0,109.0,53.0,1034.0,359.0,0.0,0.0,02/23/2021,01/01/2020,01/31/2020
2020,12,1,2,7,648,281.0,4.0,29.0,16.0,0.0,4.0,4.0,4.0,4.0,12.0,32.0,4.0,131.0,123.0,02/23/2021,12/01/2020,12/31/2020
2019,8,1,5,9,39251,21863.0,285.0,5917.0,669.0,840.0,364.0,1523.0,497.0,422.0,157.0,5615.0,1099.0,0.0,0.0,02/23/2021,08/01/2019,08/31/2019
2019,12,2,5,7,15154,8477.0,133.0,3044.0,326.0,51.0,161.0,741.0,131.0,126.0,91.0,1560.0,313.0,0.0,0.0,02/23/2021,12/01/2019,12/31/2019
