Date Of Death Year,Date Of Death Month,Sex,Race/Ethnicity,AgeGroup,AllCause,NaturalCause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",AnalysisDate,Start Date,End Date
2020,5,2,1,4,255,142.0,4.0,28.0,4.0,0.0,4.0,4.0,4.0,4.0,10.0,4.0,4.0,22.0,21.0,02/23/2021,05/01/2020,05/31/2020
2019,1,1,2,1,32,20.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2020,4,1,2,7,382,195.0,4.0,44.0,10.0,0.0,4.0,4.0,4.0,0.0,4.0,51.0,4.0,30.0,28.0,02/23/2021,04/01/2020,04/30/2020
2020,6,1,3,2,8,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,06/01/2020,06/30/2020
2020,4,1,6,4,46,26.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,02/23/2021,04/01/2020,04/30/2020
2019,8,1,1,7,2484,1427.0,18.0,446.0,90.0,4.0,4.0,20.0,11.0,32.0,16.0,354.0,62.0,0.0,0.0,02/23/2021,08/01/2019,08/31/2019
2019,5,1,3,4,65,34.0,0.0,11.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,05/01/2019,05/31/2019
2020,11,1,3,3,36,16.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,11/01/2020,11/30/2020
2020,4,1,6,2,16,4.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,04/01/2020,04/30/2020
2019,5,1,5,10,40262,22737.0,277.0,3479.0,463.0,1478.0,550.0,1339.0,395.0,499.0,246.0,7461.0,1338.0,0.0,0.0,02/23/2021,05/01/2019,05/31/2019
2019,6,2,4,8,4629,2539.0,63.0,790.0,135.0,35.0,40.0,109.0,43.0,86.0,21.0,597.0,171.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
2019,11,2,1,9,3072,1744.0,18.0,371.0,91.0,131.0,43.0,59.0,39.0,57.0,10.0,361.0,148.0,0.0,0.0,02/23/2021,11/01/2019,11/30/2019
2021,1,2,3,10,4121,1909.0,10.0,129.0,62.0,165.0,34.0,39.0,15.0,25.0,34.0,345.0,141.0,630.0,583.0,02/23/2021,01/01/2021,01/31/2021
2019,3,1,1,6,1463,866.0,16.0,178.0,67.0,4.0,29.0,4.0,11.0,26.0,4.0,218.0,40.0,0.0,0.0,02/23/2021,03/01/2019,03/31/2019
2019,11,2,1,1,242,192.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,22.0,4.0,4.0,0.0,0.0,02/23/2021,11/01/2019,11/30/2019
2020,5,1,1,9,5376,2508.0,20.0,449.0,111.0,67.0,36.0,79.0,36.0,45.0,13.0,494.0,119.0,718.0,681.0,02/23/2021,05/01/2020,05/31/2020
2019,4,2,1,3,88,56.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,04/01/2019,04/30/2019
2020,7,1,1,1,259,204.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,4.0,0.0,4.0,4.0,02/23/2021,07/01/2020,07/31/2020
2019,5,1,5,7,21278,11896.0,173.0,3793.0,516.0,37.0,148.0,663.0,144.0,142.0,120.0,3273.0,373.0,0.0,0.0,02/23/2021,05/01/2019,05/31/2019
2019,4,2,6,3,26,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,04/01/2019,04/30/2019
2020,3,1,2,9,304,159.0,4.0,29.0,11.0,4.0,4.0,17.0,4.0,4.0,4.0,45.0,11.0,4.0,4.0,02/23/2021,03/01/2020,03/31/2020
2020,4,2,6,1,53,33.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,04/01/2020,04/30/2020
2020,10,2,3,4,52,24.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,02/23/2021,10/01/2020,10/31/2020
2020,8,1,5,3,338,193.0,4.0,45.0,4.0,0.0,4.0,4.0,4.0,0.0,37.0,24.0,4.0,11.0,4.0,02/23/2021,08/01/2020,08/31/2020
2019,8,1,2,1,16,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,08/01/2019,08/31/2019
2020,3,1,1,3,142,77.0,4.0,21.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,02/23/2021,03/01/2020,03/31/2020
2020,7,1,5,8,40965,21612.0,286.0,6298.0,936.0,220.0,284.0,1324.0,347.0,319.0,198.0,5252.0,744.0,1641.0,1504.0,02/23/2021,07/01/2020,07/31/2020
2020,11,2,2,8,535,233.0,0.0,34.0,16.0,4.0,4.0,4.0,4.0,4.0,4.0,23.0,4.0,104.0,97.0,02/23/2021,11/01/2020,11/30/2020
2020,10,2,5,6,5231,2944.0,58.0,944.0,105.0,4.0,33.0,117.0,30.0,39.0,136.0,455.0,97.0,143.0,126.0,02/23/2021,10/01/2020,10/31/2020
2020,4,2,3,2,12,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,02/23/2021,04/01/2020,04/30/2020
2020,12,2,1,10,8748,4163.0,25.0,247.0,121.0,452.0,55.0,106.0,34.0,50.0,38.0,814.0,308.0,1213.0,1122.0,02/23/2021,12/01/2020,12/31/2020
2019,1,2,4,8,5339,2950.0,66.0,789.0,169.0,44.0,61.0,141.0,46.0,98.0,22.0,762.0,191.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2019,5,1,1,9,3134,1754.0,17.0,453.0,102.0,59.0,36.0,88.0,35.0,52.0,10.0,421.0,107.0,0.0,0.0,02/23/2021,05/01/2019,05/31/2019
2020,2,2,2,7,195,119.0,4.0,28.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,16.0,4.0,0.0,0.0,02/23/2021,02/01/2020,02/29/2020
2019,12,2,5,9,41380,23398.0,384.0,5128.0,571.0,1729.0,409.0,2171.0,481.0,426.0,232.0,4952.0,1499.0,0.0,0.0,02/23/2021,12/01/2019,12/31/2019
2020,4,2,3,4,49,25.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,02/23/2021,04/01/2020,04/30/2020
2019,9,2,1,1,215,176.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,11.0,4.0,4.0,0.0,0.0,02/23/2021,09/01/2019,09/30/2019
2020,11,1,3,2,20,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,02/23/2021,11/01/2020,11/30/2020
2021,1,1,5,3,704,367.0,0.0,27.0,4.0,0.0,4.0,4.0,4.0,4.0,268.0,4.0,4.0,10.0,4.0,02/23/2021,01/01/2021,01/31/2021
2019,3,1,5,1,490,399.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,59.0,4.0,4.0,0.0,0.0,02/23/2021,03/01/2019,03/31/2019
2019,10,1,4,8,6144,3377.0,79.0,994.0,182.0,31.0,37.0,126.0,43.0,95.0,27.0,937.0,216.0,0.0,0.0,02/23/2021,10/01/2019,10/31/2019
2021,1,1,5,10,61603,29037.0,244.0,2938.0,458.0,1448.0,457.0,998.0,378.0,495.0,385.0,6771.0,1377.0,8741.0,7876.0,02/23/2021,01/01/2021,01/31/2021
2019,4,2,5,1,400,331.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,37.0,4.0,4.0,0.0,0.0,02/23/2021,04/01/2019,04/30/2019
2021,1,2,4,6,2100,1008.0,21.0,191.0,43.0,0.0,15.0,11.0,12.0,19.0,119.0,162.0,35.0,238.0,226.0,02/23/2021,01/01/2021,01/31/2021
2020,4,1,1,8,8773,3766.0,29.0,486.0,177.0,28.0,70.0,62.0,52.0,59.0,13.0,620.0,126.0,1670.0,1615.0,02/23/2021,04/01/2020,04/30/2020
2019,11,2,4,4,344,225.0,4.0,39.0,4.0,0.0,4.0,4.0,4.0,4.0,12.0,40.0,4.0,0.0,0.0,02/23/2021,11/01/2019,11/30/2019
2019,9,1,2,5,73,34.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,11.0,4.0,0.0,0.0,02/23/2021,09/01/2019,09/30/2019
2020,7,1,1,4,666,329.0,4.0,29.0,4.0,0.0,4.0,4.0,4.0,4.0,29.0,33.0,4.0,112.0,106.0,02/23/2021,07/01/2020,07/31/2020
2020,6,1,5,10,40271,21937.0,240.0,3169.0,477.0,1434.0,384.0,1017.0,328.0,446.0,215.0,6625.0,1332.0,1433.0,1234.0,02/23/2021,06/01/2020,06/30/2020
2020,2,2,5,9,39558,22298.0,339.0,5009.0,526.0,1460.0,559.0,2251.0,484.0,398.0,229.0,4633.0,1364.0,4.0,4.0,02/23/2021,02/01/2020,02/29/2020
2019,5,1,3,5,117,69.0,0.0,19.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,13.0,4.0,0.0,0.0,02/23/2021,05/01/2019,05/31/2019
2019,6,2,2,2,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
2020,10,2,2,4,54,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,02/23/2021,10/01/2020,10/31/2020
2019,4,1,1,9,3267,1817.0,29.0,415.0,105.0,67.0,47.0,99.0,44.0,46.0,10.0,471.0,117.0,0.0,0.0,02/23/2021,04/01/2019,04/30/2019
2020,4,1,4,10,7623,3449.0,33.0,273.0,102.0,133.0,69.0,81.0,32.0,66.0,27.0,764.0,159.0,1249.0,1186.0,02/23/2021,04/01/2020,04/30/2020
2019,3,2,3,9,1302,738.0,14.0,175.0,35.0,28.0,18.0,23.0,20.0,19.0,4.0,158.0,70.0,0.0,0.0,02/23/2021,03/01/2019,03/31/2019
2020,4,2,4,10,13778,6543.0,63.0,352.0,181.0,475.0,110.0,129.0,70.0,91.0,76.0,1478.0,368.0,1996.0,1846.0,02/23/2021,04/01/2020,04/30/2020
2019,3,2,6,9,360,197.0,4.0,41.0,4.0,16.0,4.0,18.0,4.0,4.0,4.0,46.0,18.0,0.0,0.0,02/23/2021,03/01/2019,03/31/2019
2020,6,1,2,6,233,119.0,4.0,4.0,11.0,0.0,4.0,4.0,0.0,4.0,4.0,20.0,4.0,28.0,27.0,02/23/2021,06/01/2020,06/30/2020
2020,5,1,3,5,222,106.0,4.0,19.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,24.0,10.0,20.0,19.0,02/23/2021,05/01/2020,05/31/2020
2019,2,2,1,7,1586,890.0,19.0,341.0,61.0,4.0,38.0,24.0,4.0,27.0,4.0,136.0,38.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2019,8,2,2,8,204,120.0,4.0,36.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,16.0,4.0,0.0,0.0,02/23/2021,08/01/2019,08/31/2019
2019,9,1,3,7,649,357.0,4.0,152.0,14.0,0.0,4.0,4.0,4.0,4.0,4.0,79.0,23.0,0.0,0.0,02/23/2021,09/01/2019,09/30/2019
2020,11,2,2,5,118,67.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,15.0,12.0,02/23/2021,11/01/2020,11/30/2020
2020,10,2,2,1,8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,10/01/2020,10/31/2020
2019,1,2,6,9,278,157.0,4.0,35.0,4.0,4.0,4.0,15.0,4.0,4.0,4.0,31.0,12.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2019,1,2,3,8,768,431.0,4.0,159.0,28.0,4.0,4.0,4.0,10.0,4.0,4.0,79.0,37.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2020,1,2,3,6,225,123.0,4.0,66.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,4.0,12.0,0.0,0.0,02/23/2021,01/01/2020,01/31/2020
2019,3,2,5,2,88,49.0,4.0,11.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,03/01/2019,03/31/2019
2019,12,2,4,5,735,449.0,4.0,89.0,22.0,0.0,13.0,4.0,4.0,10.0,14.0,103.0,23.0,0.0,0.0,02/23/2021,12/01/2019,12/31/2019
2020,2,1,6,3,24,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,02/01/2020,02/29/2020
2020,4,1,6,7,756,351.0,4.0,51.0,23.0,0.0,10.0,4.0,4.0,4.0,4.0,71.0,15.0,110.0,105.0,02/23/2021,04/01/2020,04/30/2020
2020,11,1,5,10,59527,29409.0,271.0,3539.0,571.0,1529.0,467.0,1123.0,373.0,461.0,310.0,7408.0,1431.0,6640.0,5995.0,02/23/2021,11/01/2020,11/30/2020
2020,4,2,6,10,673,316.0,0.0,17.0,15.0,19.0,4.0,12.0,4.0,4.0,4.0,83.0,17.0,92.0,86.0,02/23/2021,04/01/2020,04/30/2020
2020,9,2,2,2,12,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,02/23/2021,09/01/2020,09/30/2020
2019,3,2,4,6,1684,964.0,20.0,258.0,44.0,0.0,18.0,32.0,24.0,35.0,4.0,228.0,57.0,0.0,0.0,02/23/2021,03/01/2019,03/31/2019
2020,7,2,3,10,2538,1354.0,11.0,130.0,51.0,134.0,25.0,27.0,4.0,26.0,18.0,305.0,153.0,157.0,143.0,02/23/2021,07/01/2020,07/31/2020
2019,3,1,3,7,630,355.0,4.0,116.0,24.0,4.0,11.0,4.0,4.0,4.0,4.0,79.0,21.0,0.0,0.0,02/23/2021,03/01/2019,03/31/2019
2019,1,2,3,9,1290,718.0,4.0,167.0,50.0,29.0,25.0,17.0,19.0,26.0,4.0,156.0,75.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2020,1,2,2,4,37,17.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,01/01/2020,01/31/2020
2020,10,2,3,1,38,26.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,02/23/2021,10/01/2020,10/31/2020
2019,5,2,2,9,245,141.0,4.0,38.0,4.0,4.0,4.0,13.0,4.0,4.0,0.0,25.0,4.0,0.0,0.0,02/23/2021,05/01/2019,05/31/2019
2020,12,2,1,1,171,128.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,19.0,4.0,0.0,4.0,4.0,02/23/2021,12/01/2020,12/31/2020
2019,5,1,3,10,1301,738.0,4.0,122.0,30.0,56.0,25.0,33.0,12.0,23.0,4.0,195.0,59.0,0.0,0.0,02/23/2021,05/01/2019,05/31/2019
2019,6,1,6,3,12,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
2019,8,1,1,10,2617,1470.0,14.0,258.0,47.0,131.0,32.0,68.0,24.0,29.0,4.0,415.0,125.0,0.0,0.0,02/23/2021,08/01/2019,08/31/2019
2020,7,1,4,9,6776,3371.0,50.0,608.0,168.0,98.0,55.0,131.0,36.0,98.0,36.0,753.0,210.0,606.0,556.0,02/23/2021,07/01/2020,07/31/2020
2020,3,1,3,2,16,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,03/01/2020,03/31/2020
2020,8,1,1,4,554,285.0,4.0,28.0,10.0,0.0,4.0,4.0,4.0,4.0,45.0,32.0,4.0,69.0,61.0,02/23/2021,08/01/2020,08/31/2020
2019,3,1,4,7,5255,2919.0,60.0,765.0,164.0,4.0,61.0,119.0,43.0,79.0,25.0,861.0,155.0,0.0,0.0,02/23/2021,03/01/2019,03/31/2019
2020,5,1,5,2,117,67.0,4.0,22.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,02/23/2021,05/01/2020,05/31/2020
2019,11,2,2,2,8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,11/01/2019,11/30/2019
2020,11,1,3,8,1666,812.0,13.0,214.0,50.0,4.0,15.0,13.0,10.0,18.0,4.0,169.0,46.0,153.0,145.0,02/23/2021,11/01/2020,11/30/2020
2019,9,1,5,2,120,73.0,4.0,19.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,09/01/2019,09/30/2019
2020,4,1,2,4,56,28.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,02/23/2021,04/01/2020,04/30/2020
2019,5,1,6,9,388,214.0,4.0,49.0,14.0,4.0,4.0,15.0,4.0,4.0,4.0,60.0,12.0,0.0,0.0,02/23/2021,05/01/2019,05/31/2019
2019,6,2,2,7,168,98.0,4.0,18.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,24.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
2019,5,2,3,9,1122,631.0,4.0,175.0,38.0,26.0,13.0,13.0,4.0,19.0,4.0,135.0,60.0,0.0,0.0,02/23/2021,05/01/2019,05/31/2019
2019,11,2,4,7,3876,2147.0,63.0,686.0,137.0,11.0,23.0,80.0,29.0,50.0,12.0,514.0,124.0,0.0,0.0,02/23/2021,11/01/2019,11/30/2019
2020,7,2,3,8,1058,531.0,13.0,202.0,25.0,4.0,4.0,4.0,4.0,4.0,4.0,75.0,36.0,79.0,73.0,02/23/2021,07/01/2020,07/31/2020
2019,7,2,1,10,3991,2258.0,27.0,259.0,87.0,322.0,40.0,88.0,38.0,46.0,22.0,578.0,226.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
2020,9,2,2,10,239,126.0,4.0,10.0,4.0,14.0,4.0,0.0,4.0,4.0,4.0,29.0,11.0,13.0,12.0,02/23/2021,09/01/2020,09/30/2020
2019,8,1,1,2,54,26.0,4.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,02/23/2021,08/01/2019,08/31/2019
2020,1,2,3,4,51,27.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,01/01/2020,01/31/2020
2020,10,2,2,9,433,211.0,4.0,40.0,13.0,4.0,4.0,10.0,4.0,4.0,4.0,37.0,16.0,44.0,38.0,02/23/2021,10/01/2020,10/31/2020
2019,11,1,1,10,2801,1578.0,24.0,248.0,55.0,118.0,23.0,69.0,23.0,34.0,16.0,470.0,143.0,0.0,0.0,02/23/2021,11/01/2019,11/30/2019
2019,3,1,4,4,376,230.0,4.0,21.0,13.0,0.0,4.0,4.0,4.0,4.0,12.0,66.0,14.0,0.0,0.0,02/23/2021,03/01/2019,03/31/2019
2020,1,1,2,6,135,81.0,4.0,10.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,20.0,4.0,0.0,0.0,02/23/2021,01/01/2020,01/31/2020
2020,2,2,1,1,246,204.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,22.0,4.0,0.0,0.0,0.0,02/23/2021,02/01/2020,02/29/2020
2021,1,1,2,7,535,232.0,4.0,28.0,11.0,0.0,4.0,4.0,4.0,4.0,22.0,30.0,4.0,97.0,91.0,02/23/2021,01/01/2021,01/31/2021
2020,6,2,3,9,1456,757.0,10.0,184.0,35.0,33.0,11.0,18.0,12.0,18.0,4.0,146.0,81.0,78.0,69.0,02/23/2021,06/01/2020,06/30/2020
2020,4,2,6,7,384,180.0,0.0,37.0,4.0,4.0,4.0,11.0,4.0,4.0,4.0,30.0,14.0,45.0,43.0,02/23/2021,04/01/2020,04/30/2020
2020,4,2,5,4,632,394.0,4.0,81.0,4.0,0.0,4.0,4.0,4.0,4.0,23.0,62.0,4.0,24.0,20.0,02/23/2021,04/01/2020,04/30/2020
2019,7,1,4,4,333,216.0,4.0,17.0,4.0,0.0,4.0,4.0,4.0,4.0,10.0,62.0,4.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
2019,10,1,6,1,55,39.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,10/01/2019,10/31/2019
2020,1,1,4,9,5339,2985.0,61.0,689.0,148.0,80.0,68.0,139.0,46.0,116.0,20.0,767.0,220.0,0.0,0.0,02/23/2021,01/01/2020,01/31/2020
2019,11,1,4,8,6333,3495.0,71.0,936.0,198.0,38.0,57.0,157.0,37.0,111.0,45.0,982.0,206.0,0.0,0.0,02/23/2021,11/01/2019,11/30/2019
2020,5,2,4,3,140,78.0,4.0,10.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,02/23/2021,05/01/2020,05/31/2020
2020,4,1,6,1,76,50.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,02/23/2021,04/01/2020,04/30/2020
2020,9,2,2,8,328,167.0,4.0,37.0,13.0,4.0,4.0,4.0,4.0,4.0,4.0,27.0,4.0,27.0,25.0,02/23/2021,09/01/2020,09/30/2020
2021,1,1,1,7,8824,3581.0,29.0,319.0,116.0,4.0,28.0,19.0,23.0,34.0,255.0,366.0,80.0,2011.0,1959.0,02/23/2021,01/01/2021,01/31/2021
2019,10,1,2,2,8,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,10/01/2019,10/31/2019
2020,3,1,5,6,7214,4140.0,63.0,936.0,201.0,4.0,144.0,129.0,51.0,56.0,53.0,1118.0,163.0,80.0,76.0,02/23/2021,03/01/2020,03/31/2020
2020,12,1,1,3,368,176.0,4.0,18.0,4.0,0.0,4.0,4.0,4.0,0.0,94.0,4.0,4.0,27.0,25.0,02/23/2021,12/01/2020,12/31/2020
2020,1,1,5,5,2261,1373.0,25.0,266.0,81.0,0.0,37.0,13.0,16.0,13.0,42.0,347.0,48.0,0.0,0.0,02/23/2021,01/01/2020,01/31/2020
2019,10,2,1,9,3009,1698.0,28.0,360.0,99.0,116.0,18.0,61.0,36.0,53.0,17.0,368.0,155.0,0.0,0.0,02/23/2021,10/01/2019,10/31/2019
2019,2,1,6,10,180,102.0,4.0,15.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,31.0,4.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2019,5,1,6,4,48,24.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,05/01/2019,05/31/2019
2020,11,1,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,11/01/2020,11/30/2020
2019,4,2,3,3,16,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,02/23/2021,04/01/2019,04/30/2019
2020,5,2,4,4,379,220.0,4.0,37.0,16.0,0.0,4.0,4.0,4.0,4.0,10.0,33.0,4.0,20.0,19.0,02/23/2021,05/01/2020,05/31/2020
2020,2,2,3,7,493,269.0,4.0,139.0,12.0,0.0,4.0,4.0,4.0,4.0,0.0,36.0,17.0,0.0,0.0,02/23/2021,02/01/2020,02/29/2020
2021,1,1,4,6,2863,1389.0,20.0,134.0,63.0,4.0,13.0,14.0,12.0,28.0,284.0,280.0,39.0,306.0,277.0,02/23/2021,01/01/2021,01/31/2021
2019,7,1,2,6,166,96.0,0.0,11.0,10.0,0.0,4.0,4.0,4.0,4.0,4.0,25.0,4.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
2019,1,2,4,1,294,232.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,34.0,4.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2019,10,1,6,8,449,245.0,4.0,60.0,13.0,4.0,4.0,20.0,4.0,4.0,4.0,71.0,16.0,0.0,0.0,02/23/2021,10/01/2019,10/31/2019
2019,5,1,1,1,271,226.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,25.0,4.0,0.0,0.0,0.0,02/23/2021,05/01/2019,05/31/2019
2019,10,2,5,10,62425,36184.0,376.0,3884.0,533.0,4063.0,597.0,1769.0,513.0,577.0,566.0,10326.0,3037.0,0.0,0.0,02/23/2021,10/01/2019,10/31/2019
2020,7,2,4,10,7869,4157.0,64.0,373.0,137.0,413.0,63.0,78.0,43.0,92.0,53.0,973.0,334.0,581.0,508.0,02/23/2021,07/01/2020,07/31/2020
2020,2,2,4,6,1656,933.0,27.0,269.0,48.0,4.0,29.0,29.0,21.0,32.0,13.0,208.0,43.0,0.0,0.0,02/23/2021,02/01/2020,02/29/2020
2020,3,2,5,9,42887,23947.0,369.0,5175.0,598.0,1655.0,717.0,2336.0,517.0,390.0,243.0,4727.0,1483.0,372.0,358.0,02/23/2021,03/01/2020,03/31/2020
2020,4,1,4,1,311,254.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,33.0,4.0,4.0,0.0,0.0,02/23/2021,04/01/2020,04/30/2020
2019,6,2,2,8,201,117.0,4.0,31.0,4.0,0.0,4.0,10.0,4.0,4.0,4.0,15.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
2019,2,1,6,3,12,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2019,9,1,1,2,58,32.0,4.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,02/23/2021,09/01/2019,09/30/2019
2019,10,1,3,10,1324,765.0,11.0,121.0,27.0,46.0,22.0,37.0,4.0,22.0,4.0,190.0,75.0,0.0,0.0,02/23/2021,10/01/2019,10/31/2019
2019,6,1,4,6,1989,1133.0,23.0,200.0,72.0,0.0,15.0,17.0,11.0,35.0,13.0,405.0,65.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
2020,2,2,5,2,117,65.0,4.0,14.0,4.0,0.0,10.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,02/01/2020,02/29/2020
2019,1,2,1,3,77,45.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
